KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_4WauuCq,...,,,,,,,,,,...,,,,,,
pda_wguSCSS,--,,,,,,,,,,--,,,,,,
pda_K0iOmG4,Found [c][ffffff]Silicon[-][/c],,,,,,,,,,发现[c][ffffff]硅[-][/c],,,,,,
pda_p8SWCGW,Found [c][ffffff]Copper [c][ff80ff][i][c][ff8000](OffBy: CuDrone) [-][/c][/i][-][/c][-][/c][c][ff80ff][i](OffBy: DetectCopRes) [/i][-][/c],,,,,,,,,,发现[c][ffffff]铜 [c][ff80ff][i][c][ff8000](关闭：铜无人机) [-][/c][/i][-][/c][-][/c][c][ff80ff][i](关闭：检测铜资源) [/i][-][/c],,,,,,
pda_88eGkeC,Crafted Energy Bars,,,,,,,,,,制作能量棒,,,,,,
pda_mWKeW68,...,,,,,,,,,,...,,,,,,
pda_OaGeeSm,--,,,,,,,,,,--,,,,,,
pda_lSiC0mY,[c][ff80ff]Off [-][/c]Found [c][ffffff]PlantFiber[-][/c] & hand harvest hint,,,,,,,,,,[c][ff80ff]关闭 [-][/c]发现[c][ffffff]植物纤维[-][/c] & 手动采集提示,,,,,,
pda_mGOmOQ0,Open Inventory [c][00ff00][Tab][-][/c],,,,,,,,,,打开物品栏 [c][00ff00][Tab][-][/c],,,,,,
pda_SuGiiSO,----,,,,,,,,,,----,,,,,,
pda_alWSWKC,"[u][c][ffffff]Survival [-][/c](Suit) [c][ffffff]Constructor[-][/c][/u]\n\nTo craft, click on the [c][ffff00]picture of the Energy Bar[-][/c]. >>",,,,,,,,,,[u][c][ffffff]生存模式[-][/c]（防护服）[c][ffffff]建造机[-][/c][/u]\n\n要制作，请点击[c][ffff00]能量棒的图片[-][/c]。 >>,,,,,,
pda_iSK48aR,Found [c][ffffff]CrushedStones[-][/c][c][ffff00][-][/c][c][ff8000][i](OffByT: OreProcessor)[/i][-][/c],,,,,,,,,,发现[c][ffffff]碎石[-][/c][c][ffff00][-][/c][c][ff8000][i](关闭：矿石处理器)[/i][-][/c],,,,,,
pda_SeKiAuu,Found Crushed Stone,,,,,,,,,,发现碎石,,,,,,
pda_De4e0Ki,--,,,,,,,,,,--,,,,,,
pda_WuGiiuQ,--,,,,,,,,,,--,,,,,,
pda_OeGw4uO,[c][0080ff](nPOI)[-][/c] - rw-[c][ff8080]N[-][/c] - [c][ffffff]Techtree[-][/c] &SurvC [c][ff8080][i](OnBy:[/i][i] Carbon) (RwBy: Tasks2) (OffBy: DirectUnlock) [/i][-][/c][c][ff8000]>C_Off >C_On[-][/c],,,,,,,,,,[c][0080ff](nPOI)[-][/c] - rw-[c][ff8080]N[-][/c] - [c][ffffff]科技树[-][/c] &生存建造机 [c][ff8080][i](启动：[/i][i] 碳) (重写：任务2) (关闭：直接解锁) [/i][-][/c][c][ff8000]>关闭 >开启[-][/c],,,,,,
pda_KxuCCCu,Open [c][ffffff]Techtree[-][/c] [c][00ff00][ F3 ][-][/c],,,,,,,,,,打开[c][ffffff]科技树[-][/c] [c][00ff00][ F3 ][-][/c],,,,,,
pda_GHO0K40,Unlock new tech!,,,,,,,,,,解锁新科技！,,,,,,
pda_04qOC8K,---,,,,,,,,,,---,,,,,,
pda_Y8Uqek4,[i]< Great!  >[/i]\n[i]< You can now [c][ffffff]unlock [-][/c]and craft a new [c][ffffff]constructor! >[-][/c][/i]\n[c][ffff80][-][/c] \n( [c][ffff80]Open the Tech tree[-][/c] with [c][00ff00][ F3 ][-][/c] )[c][00ff00][-][/c],,,,,,,,,,[i]< 太棒了！  >[/i]\n[i]< 你现在可以[c][ffffff]解锁[-][/c]并制作一个新的[c][ffffff]建造机！ >[-][/c][/i]\n[c][ffff80][-][/c] \n( 按[c][ffff80][ F3 ][-][/c]打开[c][00ff00]科技树[-][/c] )[c][00ff00][-][/c],,,,,,
pda_YMOGWqe,Unlock [c][ffff80]Portable Constructor[-][/c],,,,,,,,,,解锁[c][ffff80]便携式建造机[-][/c],,,,,,
pda_8AaKOHG,"[u][c][ffffff]Tech tree[-][/c][/u]:\n\nGain [c][ffffff]unlock points (UP)[-][/c] by collecting experience (XP).\n\n\n[b]Caution:[/b]\nYou will need a fitting[c][ffffff] constructor[-][/c] to craft all these things.\n[i](See lower screen edge, colour examples)[/i]\n\n(Double [c][00ff00][LMB] [-][/c]on icon, to unlock that template)\n\n\n---\n[ [c][ffffff]OK [-][/c]] for next page",,,,,,,,,,[u][c][ffffff]科技树[-][/c][/u]:\n\n通过收集经验值（XP）获得[c][ffffff]解锁点（UP）[-][/c]。\n\n\n[b]注意：[/b]\n你需要合适的[c][ffffff]建造机[-][/c]来制作所有这些物品。\n[i]（查看屏幕下方边缘，颜色示例）[/i]\n\n（双击[c][00ff00][LMB] [-][/c]图标，以解锁该模板）\n\n\n---\n[ [c][ffffff]确定 [-][/c]] 进入下一页,,,,,,
pda_44mGwCw,"Techtree [c][00ff00][ F3 ][-][/c], [b][[ Misc ]] [/b]tab\n[i][c][c0c0c0][sup](Scroll down that list.[/sup][-][/c][c][c0c0c0][sup])[/sup][-][/c][/i]",,,,,,,,,,"科技树 [c][00ff00][ F3 ][-][/c], [b][[ 杂项 ]] [/b]选项卡\n[i][c][c0c0c0][sup](滚动列表。[/sup][-][/c][c][c0c0c0][sup])[/sup][-][/c][/i]",,,,,,
pda_CmCu4KO,--,,,,,,,,,,--,,,,,,
pda_OfUW00O,A new Constructor,,,,,,,,,,新的建造机,,,,,,
pda_GWCa0iq,Open Inventory [c][00ff00][Tab][-][/c],,,,,,,,,,打开物品栏 [c][00ff00][Tab][-][/c],,,,,,
pda_iuOqCeC,--,,,,,,,,,,--,,,,,,
pda_aaOiSO0,"To craft, click on the [c][ffff80]picture of the Portable Contstructor[-][/c]. >>",,,,,,,,,,要制作，点击[c][ffff80]便携建造机的图片[-][/c]。 >>,,,,,,
pda_wSC082K,Craft [c][ffff00]Portable Constructor[-][/c]\nin [c][ffffff]SuitConstructor[-][/c]\n[i](Click on pic at right side)[/i],,,,,,,,,,制作[c][ffff00]便携建造机[-][/c]\n在[c][ffffff]防护服建造机[-][/c]中\n[i](点击右侧图片)[/i],,,,,,
pda_0C8cTiC,--,,,,,,,,,,--,,,,,,
pda_CCnuYKS,[i]< Craft the [c][ffffff]Portable Constructor[-][/c] in your [c][ffff80]Survival (Suit) Constructor.[-][/c] >[/i]\n\n[i]< - Please open your Inventory [/i][c][ffff80][c][00ff00][[-][/c][-][/c][c][ffff80][c][00ff00]Tab][-][/c][-][/c][i]... >[/i],,,,,,,,,,[i]< 在你的[c][ffffff]生存（防护服）建造机[-][/c]中制作[c][ffff80]便携建造机[-][/c]。[/i]>\n\n[i]< - 请打开你的物品栏 [/i][c][ffff80][c][00ff00][[-][/c][-][/c][c][ffff80][c]Tab][00ff00][-][/c][-][/c][i]... >[/i],,,,,,
pda_KuiKOGG,invOp - on- [c][ffffff]PCOpen[-][/c]   & overview [c][ffffff][c][ff8080]VarT3Rewarder[-][/c][-][/c] [c][ffffff][c][ff8080] [c][ff8000][i](OffBy:FillFuelFarm) [/i][-][/c][-][/c][-][/c],,,,,,,,,,invOp - 开启- [c][ffffff]PC开启[-][/c]   & 概览 [c][ffffff][c][ff8080]VarT3Rewarder[-][/c][-][/c] [c][ffffff][c][ff8080] [c][ff8000][i](关闭：FillFuelFarm) [/i][-][/c][-][/c][-][/c],,,,,,
pda_8W0eGSa,Portable Constructor,,,,,,,,,,便携建造机,,,,,,
pda_W4SqK0e,...,,,,,,,,,,...,,,,,,
pda_m04eamm,--,,,,,,,,,,--,,,,,,
pda_SSqiaaS,[i](Close Techtree)[/i],,,,,,,,,,[i](关闭科技树)[/i],,,,,,
pda_4uWKSiY,--,,,,,,,,,,--,,,,,,
pda_WC0SGu2,Sig - on_[c][ff8080]N[-][/c] - Heat[c][ffffff]Rad Ship [c][ffff00]+UI_HeatRad[-][/c][-][/c],,,,,,,,,,信号 - 开启_[c][ff8080]N[-][/c] - 热量[c][ffffff]辐射飞船 [c][ffff00]+UI_HeatRad[-][/c][-][/c],,,,,,
pda_WiC04oG,[c][ffffff]Heat [-][/c]and \n[c][ffffff]Radiation[-][/c],,,,,,,,,,[c][ffffff]热量[-][/c]和 \n[c][ffffff]辐射[-][/c],,,,,,
pda_qGqiamK,...,,,,,,,,,,...,,,,,,
pda_xOmiSam,--,,,,,,,,,,--,,,,,,
pda_WmOeCm8,Trg_Stat [c][ffffff]OtherAffl[-][/c]iction & Mitigation [c][ff8000][i](OffBy: HrPOI & Boom&Heal)[/i][-][/c],,,,,,,,,,触发状态 [c][ffffff]其他疾病[-][/c]与缓解 [c][ff8000][i](关闭：HrPOI & Boom&Heal)[/i][-][/c],,,,,,
pda_0F080au,Hurt Detected...,,,,,,,,,,检测到伤害...,,,,,,
pda_R8uaOiW,[c][ffff80]Afflictions[-][/c],,,,,,,,,,[c][ffff80]疾病[-][/c],,,,,,
pda_SC8iG0C,--,,,,,,,,,,--,,,,,,
pda_M0aG88m,"You just got [c][ffffff]ill. [-][/c]\n[i]Effects are stopped, for the moment, but you have to act.[/i]\n\nCheck the Inventory, and [c][ffffff]hover over the icon[-][/c] for more info.\n[c][ffffff][-][/c]\n[c][ffffff]- Mitigation [-][/c]will (at least) slow down the effect.\n\n[c][ffffff]- Healing [-][/c]will get rid of it - \n... But depending on the medicals used, this might have side effects. [i](Healing devices are safer.)[/i]",,,,,,,,,,你刚刚[c][ffffff]生病了。[-][/c]\n[i]影响已暂时停止，但你必须采取行动。[/i]\n\n检查物品栏，[c][ffffff]悬停图标[-][/c]获取更多信息。\n[c][ffffff][-][/c]\n[c][ffffff]- 缓解[-][/c]将（至少）减缓影响。\n\n[c][ffffff]- 治疗[-][/c]将消除它 - \n...但根据使用的药物，可能会有副作用。[i](治疗设备更安全。)[/i],,,,,,
pda_OSqC84O,...,,,,,,,,,,...,,,,,,
pda_G000mMe,---,,,,,,,,,,---,,,,,,
pda_uSOKG0B,...,,,,,,,,,,...,,,,,,
pda_OGmqiSC,--,,,,,,,,,,--,,,,,,
pda_qKeOaOW,invOp - on- Heat Rad-Boom&[c][ffffff]Heal [c][ff8000][b]>C_RwT[/b] C_OffT [b]Affl [/b]SecOff[-][/c][c][ff8000]:ClosedFridge >C_Off [-][/c][-][/c][c][ffff00]&signals[-][/c],,,,,,,,,,invOp - 开启 - 热量辐射爆发&[c][ffffff]治疗 [c][ff8000][b]>C_RwT[/b] C_OffT [b]影响 [/b]SecOff[-][/c][c][ff8000]:关闭冰箱 >C_Off [-][/c][-][/c][c][ffff00]&信号[-][/c],,,,,,
pda_4GCOCua,[c][ffff00]Healing items[-][/c][c][ffff00][-][/c],,,,,,,,,,[c][ffff00]治疗物品[-][/c][c][ffff00][-][/c],,,,,,
pda_g4KCTWG,Close inventory of palette,,,,,,,,,,关闭物品栏面板,,,,,,
pda_O4qa2qe,--,,,,,,,,,,--,,,,,,
pda_Gs4iuOC,"""GENERATOR OVERLOAD !""",,,,,,,,,,"""发电机过载！""",,,,,,
pda_0m8WCEo,[i]< Healing items ... >[/i],,,,,,,,,,[i]< 治疗物品 ... >[/i],,,,,,
pda_mCKaWCi,[c][ffffff]BPlc[-][/c] - [c][ffffff]Tent[-][/c] info [c][80ffff]CalSigTent[-][/c]- [c][ff8000]>C_Off x3 [i][c][ffff00]>FlotSig[-][/c][/i][-][/c],,,,,,,,,,[c][ffffff]BPlc[-][/c] - [c][ffffff]帐篷[-][/c]信息 [c][80ffff]CalSigTent[-][/c]- [c][ff8000]>C_Off x3 [i][c][ffff00]>FlotSig[-][/c][/i][-][/c],,,,,,
pda_aKuCSAe,The Tent,,,,,,,,,,帐篷,,,,,,
pda_OO4CZCS,...,,,,,,,,,,...,,,,,,
pda_mSWiqCC,---,,,,,,,,,,---,,,,,,
pda_e0eO4uW,Queue - [c][ffffff]Craft no [-][/c]L blocks [c][ffffff]w/o Starter [-][/c][i] [c][ff8000](Offby: CraftBAStarter)[-][/c][/i],,,,,,,,,,队列 - [c][ffffff]制作[-][/c]L方块 [c][ffffff]无需起始方块 [-][/c][i] [c][ff8000](关闭：CraftBAStarter)[-][/c][/i],,,,,,
pda_OqcGO6a,Building blocks,,,,,,,,,,建筑方块,,,,,,
pda_Cui6Ciu,...,,,,,,,,,,...,,,,,,
pda_OeWWLCq,---,,,,,,,,,,---,,,,,,
pda_XK88S8O,"[u][c][ffffff]Building blocks[-][/c][/u]\n\nUse this block on an [b]existing [/b]structure.\n\nFor [c][ffffff]beginning fresh[-][/c], craft a  [c][ffff80]Starter Block[-][/c].",,,,,,,,,,[u][c][ffffff]建筑方块[-][/c][/u]\n\n在[b]现有的[/b]结构上使用此方块。\n\n对于[c][ffffff]全新开始[-][/c]，制作一个[c][ffff80]起始方块[-][/c]。,,,,,,
pda_0iqI4G8,[c][ffffff]HEAT[-][/c] and [c][ffffff]RADIATION[-][/c]\n\n[i]See [c][ffff80][b]right upper [/b]screen edge[-][/c]  >>[/i]\n\n\n([c][ffffff]Nearby              [-][/c]|  ([c][ffffff]Suit[-][/c] Temperature)   \nTemperature)   |  ([c][ffffff]World[-][/c] Temps)        \n                                                                \n([c][ffffff]Nearby[-][/c]             |  ([c][ffffff]Body [-][/c]surface rads)\nRadiation)         |  ([c][ffffff]World [-][/c]Rads),,,,,,,,,,[c][ffffff]热量[-][/c]和[c][ffffff]辐射[-][/c]\n\n[i]查看[c][ffff80][b]右上角[/b]屏幕边缘[-][/c]  >>[/i]\n\n\n([c][ffffff]附近温度              [-][/c]|  ([c][ffffff]防护服[-][/c]温度)   \n温度)   |  ([c][ffffff]世界[-][/c]温度)        \n                                                                \n([c][ffffff]附近[-][/c]辐射             |  ([c][ffffff]身体[-][/c]表面辐射)\n辐射)         |  ([c][ffffff]世界[-][/c]辐射),,,,,,
pda_8040Wa4,Sig - HeatRad--- [c][ffffff]SpecialLoot [-][/c]Container,,,,,,,,,,信号 - 热辐射--- [c][ffffff]特殊战利品 [-][/c]容器,,,,,,
pda_OiTCeCS,Found Special Loot,,,,,,,,,,发现特殊战利品,,,,,,
pda_uOKKWWO,...,,,,,,,,,,...,,,,,,
pda_mSCe4a8,--,,,,,,,,,,--,,,,,,
pda_qaqdSeO,"[u][c][ffffff]Found a [-][/c][b][c][ffffff]Secret ![-][/c][/b][/u]\n\nThis is a [c][ffffff]special loot[-][/c] container.\nOften they are well-hidden.\nCheck your surroundings, to find them all.",,,,,,,,,,[u][c][ffffff]发现了一个[-][/c][b][c][ffffff]秘密！[-][/c][/b][/u]\n\n这是一个[c][ffffff]特殊战利品[-][/c]容器。\n它们常常隐藏得很好。\n检查周围环境，以找到它们全部。,,,,,,
pda_W4i00S8,_____ [b][c][ffffff]XXXX White Chapters XXXX [-][/c]are tested and working[/b]____,,,,,,,,,,_____ [b][c][ffffff]XXXX白章XXXX [-][/c]已测试并工作正常[/b]____,,,,,,
pda_GqSqOeW,...,,,,,,,,,,...,,,,,,
pda_s0q8OS0,...,,,,,,,,,,...,,,,,,
pda_4UW0GO8,--,,,,,,,,,,--,,,,,,
pda_m4CG84u,[i]Generator...[/i],,,,,,,,,,[i]发电机...[/i],,,,,,
pda_ISBuSKT,[i]...[/i],,,,,,,,,,[i]...[/i],,,,,,
pda_i8aBGL8,---,,,,,,,,,,---,,,,,,
pda_uOuqQi4,Apply medicine,,,,,,,,,,使用药物,,,,,,
pda_Oeme80G,Open Inventory [c][00ff00][Tab][-][/c],,,,,,,,,,打开物品栏 [c][00ff00][Tab][-][/c],,,,,,
pda_SCqiOei,---,,,,,,,,,,---,,,,,,
pda_6S08Ge8,"[c][ffff00]Use '[b]First Aid Kit[/b]'[-][/c] to heal, or 'Bandages' to mitigate",,,,,,,,,,[c][ffff00]使用'[b]急救包[/b]'[-][/c]来治疗，或使用'绷带'来缓解,,,,,,
pda_qKeCaem,---,,,,,,,,,,---,,,,,,
pda_mWeex8S,Please[c][ffff80] select the [[ Stats ]] tab[-][/c] \nat upper right corner.,,,,,,,,,,请[c][ffff80]选择 [[ 属性 ]] 选项卡[-][/c] \n在屏幕的右上角。,,,,,,
pda_0iimeCC,Some[c][ffffff] medicines[-][/c] could have[c][ffffff] side effects[-][/c]. \nHealing devices are safer... - - if you can reach them in time![i][/i],,,,,,,,,,某些[c][ffffff]药物[-][/c]可能会有[c][ffffff]副作用[-][/c]。 \n治疗设备更安全... - - 如果你能及时接触到它们的话！[i][/i],,,,,,
pda_0meKaK0,Found [c][ffffff]Wood Logs [-][/c][c][ff8000][i][b]>C_Off[/b][/i][-][/c],,,,,,,,,,发现 [c][ffffff]原木 [-][/c][c][ff8000][i][b]>C_Off[/b][/i][-][/c],,,,,,
pda_4CqEaSw,itmPck -rw- [c][80ffff]CalSig3[-][/c][c][00ff00]-[-][/c] Plant[c][ffffff]Prot[-][/c]-PowBarCraft[c][ffffff][c][ff8000] [i](RwByT:SprintResources)[/i]  >C_On  >C[-][/c][b][c][ff8000]_Off x3 [-][/c][/b][c][ff8080][c][ff8000][b]>[/b]C_RwT[-][/c] >COff[-][/c][-][/c],,,,,,,,,,itmPck -rw- [c][80ffff]CalSig3[-][/c][c][00ff00]-[-][/c] 植物[c][ffffff]蛋白[-][/c]-能量棒制作[c][ffffff][c][ff8000] [i]（读取者:SprintResources）[/i]  >C_On  >C[-][/c][b][c][ff8000]_Off x3 [-][/c][/b][c][ff8080][c][ff8000][b]>[/b]C_RwT[-][/c] >COff[-][/c][-][/c],,,,,,
pda_8eq4OiK,Found Plant Protein,,,,,,,,,,发现植物蛋白,,,,,,
pda_0ipe0mS,...,,,,,,,,,,...,,,,,,
pda_See4v00,--,,,,,,,,,,--,,,,,,
pda_0IKa4O0,[c][0080ff]nUnit[-][/c] - on_[c][ff8080]V [-][/c]- Heat[c][ffffff]RadEarly[-][/c] [c][ff8080][i](OffBy:CheckIfDetector) [/i] >C_Off [-][/c][c][ff8000]>C_Rw[-][/c],,,,,,,,,,[c][0080ff]nUnit[-][/c] - 开启_[c][ff8080]V [-][/c]- 热量[c][ffffff]RadEarly[-][/c] [c][ff8080][i]（关闭条件:CheckIfDetector） [/i] >C_Off [-][/c][c][ff8000]>C_Rw[-][/c],,,,,,
pda_GquaeO0,[b]P[/b]oint [b]O[/b]f [b]I[/b]nterest,,,,,,,,,,[b]兴[/b]趣 [b]点[/b]（ [b]P[/b]OI）,,,,,,
pda_0mih8iC,[c][ffff00]Get inside of the cellar[-][/c],,,,,,,,,,[c][ffff00]进入地窖内部[-][/c],,,,,,
pda_Y8peC8m,--,,,,,,,,,,--,,,,,,
pda_Su0C4OC,"[i]This is a Mission Chapter.  Please, [c][ffff00]click me[-][/c][/i]",,,,,,,,,,[i]这是一个任务章节。 请，[c][ffff00]点击我[-][/c][/i],,,,,,
pda_gqiaGaC,...,,,,,,,,,,...,,,,,,
pda_e0mq0ei,...,,,,,,,,,,...,,,,,,
pda_CXim2Ge,\n[c][ffff00]Please click again [-][/c]on the title: [c][ffffff]'This is a mission chapter'[-][/c],,,,,,,,,,\n[c][ffff00]请再次点击[-][/c]标题： [c][ffffff]“这是一个任务章节”[-][/c],,,,,,
pda_Wuuau80,\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<---- [c][ffff00]Press This button[-][/c] to start test mission.,,,,,,,,,,\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<---- [c][ffff00]按下此按钮[-][/c]以开始测试任务。,,,,,,
pda_iaqS0Oi,[i]-[b] [u]Last resort[/u][/b] - A mission got stuck...? [/i][c][ffffff][i]Click arrow ----->[/i][-][/c],,,,,,,,,,[i]-[b] [u]最后手段[/u][/b] - 任务卡住了...? [/i][c][ffffff][i]点击箭头 ----->[/i][-][/c],,,,,,
pda_e4UCqeS,"[c][ffff80]Click on this[-][/c] Task, please.  [i]( Keep [/i][Pda Info][i] on)[/i]",,,,,,,,,,[c][ffff80]请点击此任务[-][/c]。  [i]（保持 [/i][PDA 信息][i] 开启）[/i],,,,,,
pda_0CeacKK,How to unstuck,,,,,,,,,,如何解除卡住,,,,,,
pda_mWiejCu,"\n[c][ffffff]In above window[-][/c], there is an ""action"" listed. Called here ""how to unstuck"". \nIt has a [c][ffffff]checkbox[-][/c], to the left.\n\nIn the[c][ffffff] 'stuck' mission, press on such a checkbox[-][/c].\n\n\n[i][b][c][ffffff]Warning [-][/c][/b]\n... Doing this, [b]things might break[/b]. Hidden follow-up problems are likely.[/i]\n\n---------------------\n\n\n[i]If you are forced to use this: \nPlease consider filing a [c][ffff80]bug report[-][/c][/i]. \n\n[c][ffffff]https://empyriononline.com/forums/bugs.24/[-][/c]\n[i][/i]\n[i]Thanks alot!![/i]\n\n--------------------\n\n- Have fun!\n\nYour Eleon Team.",,,,,,,,,,\n[c][ffffff]在上述窗口中[-][/c]，列出了一个“动作”。此处称为“如何解除卡住”。\n其左侧有一个[c][ffffff]复选框[-][/c]。\n\n在[c][ffffff]“卡住”任务中，按下这样的复选框[-][/c]。\n\n\n[i][b][c][ffffff]警告 [-][/c][/b]\n... 这样做，[b]可能会有东西损坏[/b]。隐藏的后续问题很可能会发生。[/i]\n\n---------------------\n\n\n[i]如果被迫使用此功能：\n请考虑提交一份[c][ffff80]错误报告[-][/c][/i]。 \n\n[c][ffffff]https://empyriononline.com/forums/bugs.24/[-][/c]\n[i][/i]\n[i]非常感谢！！[/i]\n\n--------------------\n\n- 祝玩得开心！\n\n您的埃利昂团队。,,,,,,
pda_acm4uGS,"Queue -on- [c][ffffff]Bulk crafting [-][/c]- -  [i]((Ammo, Fuel, Ingots, Powerbar))[/i]",,,,,,,,,,队列 -开启- [c][ffffff]批量制作 [-][/c]- -  [i]（弹药、燃料、锭、能量棒）[/i],,,,,,
pda_SAxCquC,Bulk Crafting,,,,,,,,,,批量制作,,,,,,
pda_GWO8W0G,Bulk Crafting,,,,,,,,,,批量制作,,,,,,
pda_mKsWeq0,--,,,,,,,,,,--,,,,,,
