KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
igmCoreInfo,[c][ffffff]- The Core -[-][/c] \nStructure owned by: {0} Faction,,,,,,,,,,[c][ffffff]- 核心 -[-][/c] \n结构所属：{0}派系,,,,,,
bkiCPUExtenderHVT2,"Increases the CPU cap.\nVessels with too high CPU use will perform less well (e.g. they are slower)\n\n[i]See Control Panel [c][00ff00][P][-][/c][c][a9d0f5], 'CPU statistics' tab for current CPU use.[/i]",,,,,,,,,,增加CPU上限。\nCPU使用过高的飞船性能会下降（例如速度变慢）\n\n[i]查看控制面板[c][00ff00][P][-][/c][c][a9d0f5]，“CPU统计”标签页了解当前CPU使用。[/i],,,,,,
bkiCPUExtenderBAT,"Increases the CPU cap.\nBases with too high CPU use will perform less well (e.g. devices act slower)\n\n[i]See Control Panel [c][00ff00][P][-][/c][c][a9d0f5]], 'CPU statistics' tab for current CPU use.[/i]",,,,,,,,,,增加CPU上限。\nCPU使用过高的基地性能会下降（例如设备运行变慢）\n\n[i]查看控制面板[c][00ff00][P][-][/c][c][a9d0f5]]“CPU统计”标签页了解当前CPU使用。[/i],,,,,,
HullSmallBlocks,[c][ffffff]Steel Blocks \n[c][a9d0f5](Small Grid),,,,,,,,,,[c][ffffff]钢制方块\n[c][a9d0f5](小网格),,,,,,
HullLargeBlocks,[c][ffffff]Steel Blocks \n[c][a9d0f5](Large Grid),,,,,,,,,,[c][ffffff]钢制方块\n[c][a9d0f5](大网格),,,,,,
placeBA,Templates filter:\n��Can use for [c][ffffff]Bases (BA)��[-][/c],,,,,,,,,,模板过滤：\n“可用于[c][ffffff]基地（BA）[-][/c]”,,,,,,
placeCV,Templates filter:\n��Can use for [c][ffffff]Capital Vessels (CV)��[-][/c],,,,,,,,,,模板过滤：\n“可用于[c][ffffff]主力舰（CV）[-][/c]”,,,,,,
placeSV,Templates filter:\n��Can use for [c][ffffff]Small Vessels (SV)��[-][/c],,,,,,,,,,模板过滤：\n“可用于[c][ffffff]小型飞船（SV）[-][/c]”,,,,,,
placeHV,Templates filter:\n��Can use for [c][ffffff]Hover Vessels (HV)��[-][/c],,,,,,,,,,模板过滤：\n“可用于[c][ffffff]悬浮飞船（HV）[-][/c]”,,,,,,
placeEverywhere,[i][c][ffffff]Show all Templates[/c][c][a9d0f5]\nof selected category[/i],,,,,,,,,,[i][c][ffffff]显示所选类别的所有模板[/c][c][a9d0f5]\n[/i],,,,,,
groupBuildingBlocks,Category:\n[c][ffffff]Building Blocks[-][/c],,,,,,,,,,类别：\n[c][ffffff]建筑方块[-][/c],,,,,,
groupComponents,Category:\n[c][ffffff]Components[-][/c],,,,,,,,,,类别：\n[c][ffffff]组件[-][/c],,,,,,
groupDecoBlocks,Category:\n[c][ffffff]Decoration Blocks[-][/c],,,,,,,,,,类别：\n[c][ffffff]装饰方块[-][/c],,,,,,
groupDevices,Category:\n[c][ffffff]Devices[-][/c],,,,,,,,,,类别：\n[c][ffffff]设备[-][/c],,,,,,
groupWeaponsItems,Category:\n[c][ffffff]Weapons & Items[-][/c],,,,,,,,,,类别：\n[c][ffffff]武器与物品[-][/c],,,,,,
groupMedical,Category:\n[c][ffffff]Medicine[-][/c],,,,,,,,,,类别：\n[c][ffffff]医药[-][/c],,,,,,
groupFood,Category:\n[c][ffffff]Food[-][/c],,,,,,,,,,类别：\n[c][ffffff]食物[-][/c],,,,,,
groupFarming,Category:\n[c][ffffff]Farming[-][/c],,,,,,,,,,类别：\n[c][ffffff]农业[-][/c],,,,,,
Filter,Search: Enter Name,,,,,,,,,,搜索：输入名称,,,,,,
Filter:,Search:,,,,,,,,,,搜索：,,,,,,
txtNoChapterSelected,"For a Log, please select a [b]mission chapter[/b] - \n\n- [i](Empyriopedia has no missions)[/i]",,,,,,,,,,要记录日志，请选择一个[b]任务章节[/b] - \n\n- [i](帝国百科没有任务)[/i],,,,,,
btnToFactory,Choose for >Factory,,,,,,,,,,选择用于 >工厂,,,,,,
bpwTitleProduction,Add resources,,,,,,,,,,添加资源,,,,,,
fctReducedProductionTime,[b]Shorten production time[/b]: Add more complex blocks & components,,,,,,,,,,[b]缩短生产时间[/b]：添加更复杂的方块和组件,,,,,,
mnuTitleResourcesAndTime,Resources needed,,,,,,,,,,所需资源,,,,,,
lblTotalProdTime:,Estimated Production Time:,,,,,,,,,,预计生产时间：,,,,,,
btnPublish,Publish\n(to Steam),,,,,,,,,,发布\n（到Steam）,,,,,,
btnBpLibrary,Library\n[sup][i](Select BP)[/sup][/i],,,,,,,,,,库\n[sup][i](选择蓝图)[/sup][/i],,,,,,
btnBpFactory,Factory\n[sup][i](Build BP)[/sup][/i],,,,,,,,,,工厂\n[sup][i](建造蓝图)[/sup][/i],,,,,,
helpBPLibrary,"Spawn bases and vessels using the built-in Blueprint Factory!\nYou can either use your own (e.g. from CREATIVE mode) or subscriptions from the (Steam) Workshop.\n\nSAVE a blueprint\n1. Point to your station or vessel and press [ALT]+[O]\n2. Use the various options from the save menu, e.g. save damage, etc.\n\nSPAWN a blueprint \n1. Select a blueprint from the list on the left and click [[Choose for Factory]].\n2. Drag and drop all the materials you need into the INTAKE.  \n3. Press [[START PRODUCTION]] when all requirements are met.\n4. When production is complete, open the Blueprint Library again. \n5. Select your base or ship from the ��COMPLETED�� list on the left.\n\nYou will now see a blue holo preview.  \nUse the [PAGE UP[/[DOWN], [HOME]/[END] and [INS]/[DEL] keys and the mouse view for positioning. Place with [LMB].",,,,,,,,,,"使用内置的蓝图工厂生成基地和飞船！\n你可以使用自己的蓝图（例如从创造模式中保存的），或订阅（Steam）创意工坊中的蓝图。\n\n保存蓝图\n1. 指向你的空间站或飞船，按[ALT]+[O]\n2. 使用保存菜单中的各种选项，例如保存损坏状态等。\n\n生成蓝图\n1. 从左侧的列表中选择一个蓝图，点击[[选择用于工厂]]。\n2. 将所有所需材料拖放到进料口。\n3. 当所有要求满足后，按下[[开始生产]]。\n4. 生产完成后，再次打开蓝图库。\n5. 从左侧的“已完成”列表中选择你的基地或飞船。\n\n现在你将看到一个蓝色的全息预览。\n使用[PAGE UP[/[DOWN], [HOME]/[END]和[INS]/[DEL]]键以及鼠标视角进行定位。按[LMB]放置。",,,,,,
vstTotalProdTime,Estimated Production Time:,,,,,,,,,,预计生产时间：,,,,,,
SpawnNewBase,[c][ffb400]Starter Block:\n[c][ffffff]Base (BA),,,,,,,,,,[c][ffb400]初始方块：\n[c][ffffff]基地（BA）,,,,,,
SpawnNewCV,[c][ffb400]Starter Block:\n[c][ffffff]Capital Vessel (CV),,,,,,,,,,[c][ffb400]起始方块：\n[c][ffffff]主力舰（CV）,,,,,,
SpawnNewGV,[c][ffb400]Starter Block:\n[c][ffffff]Hover Vessel (HV),,,,,,,,,,[c][ffb400]起始方块：\n[c][ffffff]悬浮飞船（HV）,,,,,,
SpawnNewSV,[c][ffb400]Starter Block:\n[c][ffffff]Small Vessel (SV),,,,,,,,,,[c][ffb400]起始方块：\n[c][ffffff]小型飞船（SV）,,,,,,
PlayerBikeKit,Hoverbike Components,,,,,,,,,,悬浮摩托组件,,,,,,
bkiPlayerBike,"Enables faster movement.\nPut into toolbar, then place on ground with [c][00ff00][LMB][-][/c][c][a9d0f5]. When riding, adjust hover height with [Space]/[C[/b]].\n\nImportant: Always [c][ffffff]pick this up after use[-][/c][c][a9d0f5]\n(Will fold up after 5 min, despawn after 25 min.)\n\nCannot go over water.",,,,,,,,,,实现更快的移动。\n放入工具栏，然后使用 [c][00ff00][LMB][-][/c][c][a9d0f5] 放置在地面上。骑行时，使用 [Space]/[C[/b]] 调整悬浮高度。\n\n重要：使用后务必[c][ffffff]拾取它[-][/c][c][a9d0f5]\n（5分钟后折叠，25分钟后消失。）\n\n无法在水上行驶。,,,,,,
PlayerBike,Hoverbike,,,,,,,,,,悬浮摩托,,,,,,
PlayerBikeFolded,Hoverbike (energy-save mode),,,,,,,,,,悬浮摩托（节能模式）,,,,,,
RemoteConnection,Wireless Connection\n(Logistics system),,,,,,,,,,无线连接\n（物流系统）,,,,,,
bkiRemoteConnection,Increases range of Logistics network [c][00ff00][ F4 ][-][/c][c][a9d0f5],,,,,,,,,,增加物流网络射程 [c][00ff00][ F4 ][-][/c][c][a9d0f5],,,,,,
lblConnectToBA,Use ground grid of: ��{0}��,,,,,,,,,,使用地面网格：��{0}��,,,,,,
lblConnectToBA_(Original),Connect to {0},,,,,,,,,,连接到{0},,,,,,
rdlDisassembleTxt,"[b]Own[/b] structure: Pick up block\n\n[b]Unclaimed[/b] structure: [i]Chance[/i] for a block, otherwise Salvage.[/i]\n[i](Place Core block to own a structure)[/i]",,,,,,,,,,[b]自己的[/b]建筑结构：拾取方块\n\n[b]无主[/b]建筑结构：[i]有机会[/i]获得方块，否则进行回收。[/i]\n[i]（放置核心方块以拥有建筑结构）[/i],,,,,,
rdlDeconstructTxt,Cut down blocks or devices for their components,,,,,,,,,,切割方块或设备以获取其组件,,,,,,
rdlRepairTxt,Fill up hitpoints of devices and building blocks,,,,,,,,,,填满设备和建筑方块的生命值,,,,,,
lblDowngradeTxt,Turn block or device into a simpler version.\n[i](Target must have full hitpoints.)[/i],,,,,,,,,,将方块或设备降级为更简单的版本。\n[i]（目标必须具有完整生命值。）[/i],,,,,,
rdlUpgradeTxt,Turn block of device into a higher-value version.\n[i](Target must have full hitpoints.)[/i],,,,,,,,,,将设备方块升级为更高价值的版本。\n[i]（目标必须具有完整生命值。）[/i],,,,,,
rdlChangeRotateTxt,"- Change orientation [i]after[/i] placement.\n[i]Keys: [Insert]/[Delete],[Home]/[End][/i]\n[i](1x1 size only)[/i]\n- Switch transparency of most windows [i][LMB][/i]",,,,,,,,,,- 在[i]放置后[/i]改变方向。\n[i]按键：[Insert]/[Delete]，[Home]/[End][/i]\n[i]（仅限1x1尺寸）[/i]\n- 切换大多数窗户的透明度 [i][LMB][/i],,,,,,
rdlChangeRotate,Rotate and Tint,,,,,,,,,,旋转与着色,,,,,,
bkiMultiTool,"Critical tool for block removal, manipulation and salvage.\nWhen equipped, press [00ff00][RMB][-][/c][c][a9d0f5] for more options.\n\nPowered by Small Energy Cells. (See: 'Components' tab in constructors)",,,,,,,,,,用于方块移除、操作和回收的关键工具。\n装备时，按 [00ff00][RMB][-][/c][c][a9d0f5] 获取更多选项。\n\n由小型能量电池供电。（参见建造机中的“组件”选项卡）,,,,,,
MultiToolT2,[b]Advanced Multitool[/b],,,,,,,,,,[b]高级多功能工具[/b],,,,,,
bkiMultiToolT2,A much faster and more efficient variant of the Multitool.\nIt needs specialized charge clips to work.,,,,,,,,,,多功能工具的一种更快、更高效的变体。\n它需要专用充电夹才能工作。,,,,,,
MultiCharge,T2 Multi Charge,,,,,,,,,,T2多功能充能,,,,,,
bkiAmmoMultitoolT2,Powers the Advanced Multitool.\n\n(One charge fills up the whole magazine),,,,,,,,,,为高级多功能工具供电。\n\n（一次充电充满整个弹匣）,,,,,,
EnergyCellSmall,Small Energy Cell,,,,,,,,,,小型能量电池,,,,,,
bkiEnergyCellSmall,Low-grade energy source. \nUseful to power a Multitool.,,,,,,,,,,低等级能源。\n用于为多功能工具提供动力。,,,,,,
Energy Items,FUEL STORAGE,,,,,,,,,,燃料储存,,,,,,
Output Items,PRODUCED ITEMS,,,,,,,,,,生产物品,,,,,,
lblOffNoEnergy,Off (Needs fuel),,,,,,,,,,关闭（需要燃料）,,,,,,
bkiPlayerArmorLight,"[b]Key item[/b]\nAllows diving. Needed for movement in space.\n\nJetpack [c][00ff00][J][-][/c][c][a9d0f5]\nSuit light [c][00ff00][L][-][/c][c][a9d0f5]\nHelmet [c][00ff00][�U�][-][/c][c][a9d0f5]\n\nEquip directly in inventory\n\n[i]""No insulation""[/i]",,,,,,,,,,"[b]关键物品[/b]\n允许潜水。太空移动所需。\n\n喷气背包 [c][00ff00][J][-][/c][c][a9d0f5]\n防护服灯光 [c][00ff00][L][-][/c][c][a9d0f5]\n头盔 [c][00ff00][�U�][-][/c][c][a9d0f5]\n\n直接在物品栏中装备\n\n[i]""无隔离""[/i]",,,,,,
igmNotArmorItem,Put an Armor there,,,,,,,,,,在此放置护甲,,,,,,
igmNotBoostItem,Put a Booster there,,,,,,,,,,在此放置增强器,,,,,,
lkwArmorSlot,Armor,,,,,,,,,,护甲,,,,,,
lkwArmorStats,ARMOR STATS,,,,,,,,,,护甲属性,,,,,,
lkwLocker,ARMOR LOCKER,,,,,,,,,,护甲柜,,,,,,
FuelTankMSSmall____OFF/Broken,Press '{0}' to access Fuel Tank (T1),,,,,,,,,,按'{0}'访问燃料罐（T1）,,,,,,
FuelTankMSLargel____OFF/Broken,Press '{0}' to access Fuel Tank (T2),,,,,,,,,,按'{0}'访问燃料罐（T2）,,,,,,
FuelTankMSLargeT2l____OFF/Broken,Press '{0}' to access Fuel Tank (T3),,,,,,,,,,按'{0}'访问燃料罐（T3）,,,,,,
OxygenTankMSl____OFF/Broken,Press '{0}' to access Large O2 Tank,,,,,,,,,,按'{0}'访问大型氧气罐,,,,,,
FoodDecayTime,[c][ffffff]Perish Time[-][/c],,,,,,,,,,[c][ffffff]腐坏时间[-][/c],,,,,,
bkiAmmo,"Reload a weapon with [c][00ff00][R][-][/c][c][a9d0f5],\nPlease refer to the corresponding weapon for more information.\n\n[i]Unlock this ammo in the Techtree [c][00ff00][ F3 ][-][/c][c][a9d0f5], by unlocking the weapon[/i]",,,,,,,,,,使用[c][00ff00][R][-][/c][c][a9d0f5]重新装填武器，\n更多信息请参考相应武器。\n\n[i]在科技树中解锁此弹药 [c][00ff00][ F3 ][-][/c][c][a9d0f5]，通过解锁相应武器[/i],,,,,,
igmItemNotAccepted,Item does not fit here,,,,,,,,,,物品无法放置于此,,,,,,
cplCustomToggleHeader,DEVICE GROUPS,,,,,,,,,,设备组,,,,,,
cplDevices,Device list,,,,,,,,,,设备列表,,,,,,
cplTierStats,CPU Use,,,,,,,,,,CPU使用率,,,,,,
cplCPUPointTiers,Available CPU Power,,,,,,,,,,可用CPU功率,,,,,,
mnuRespSurvivalTent,Revive at: [b]Survival Tent[/b],,,,,,,,,,在以下位置复活：[b]生存帐篷[/b],,,,,,
mnuRespSurvivalTentDescr,"[c][1eab11]A safe revival, but depends on your tent location how far away.[-][/c]\n(Nearest tent will be selected)",,,,,,,,,,[c][1eab11]安全复活，但距离取决于你的帐篷位置。[-][/c]\n（将选择最近的帐篷）,,,,,,
mnuRespHomeTitle,Revive at: [b]Home Base[/b],,,,,,,,,,在以下位置复活：[b]主基地[/b],,,,,,
mnuRespawnHomeUndef,(You do not have one yet.),,,,,,,,,,（你还未拥有。）,,,,,,
mnuRespawnHomeNoSpawnPoint,(Your home base has no clone chamber of medic station!),,,,,,,,,,（你的主基地没有克隆室或医疗站！）,,,,,,
mnuRespawnHomeInfo,"Base location:{0}.\n[c][1eab11]This is a safe option, but might be far away.[-][/c]",,,,,,,,,,基地位置：{0}。\n[c][1eab11]这是一个安全的选择，但可能距离较远。[-][/c],,,,,,
mnuRespLocalTitle,Current Location,,,,,,,,,,当前位置,,,,,,
mnuRespLocalDesc,Revive near your death location.\n[c][ffb400]WARNING: You might end up in deadly environment again.[-][/c],,,,,,,,,,在你的死亡地点附近复活。\n[c][ffb400]警告：你可能会再次陷入致命环境。[-][/c],,,,,,
mnuRespNearSpawnPointTitle,Nearest Medic Station/Clone Chamber,,,,,,,,,,最近的医疗站/克隆室,,,,,,
mnuRespNearSpawnPointDesc,"Revive at {0}.\n[c][1eab11]This is a safe option, but might be far away.[-][/c]",,,,,,,,,,在{0}处复活。\n[c][1eab11]这是一个安全的选择，但可能距离较远。[-][/c],,,,,,
mnuRespFreshStartTitle,[c][d23b18]Back to the Beginning[-][/c],,,,,,,,,,[c][d23b18]回到起点[-][/c],,,,,,
mnuStartWorldChangeDefault,Respawn at {0}.\n[c][d23b18]Use this as last resort.[-][/c] (The world will NOT be reset.),,,,,,,,,,在{0}处重生。\n[c][d23b18]作为最后手段使用。[-][/c]（世界将不会被重置。）,,,,,,
mnuStartWorldChangeEscapePod,Respawn on {0} in your escape pod.\n(The world will NOT be reset.),,,,,,,,,,在你的逃生舱中重生，地点为{0}。\n（世界将不会被重置。）,,,,,,
mnuStartWorldChangeStructure,Respawn on {0} at {1}.\n(The world will NOT be reset.),,,,,,,,,,在{0}处重生，时间为{1}。\n（世界将不会被重置。）,,,,,,
bkiWarpDriveSVEpic,"[i]Unique device. An ultra-miniaturized Capital Vessel warp drive, installed in this former vessel of a corporate�s CEO.[/i]\n\n[c][ffffff]Note: This device is [-][/c][b][c][ff8000]TUTORIAL ONLY[/b][-][/c][c][ffffff].\nNormal Small Vessels (SV) can only warp [i]inside[/i] of a\nstar system. (E.g. between planets.)[-][/c]",,,,,,,,,,[i]独特装置。一个超小型化的主力舰翘曲引擎，安装在这艘前企业CEO的飞船上。[/i]\n\n[c][ffffff]注意：此装置[-][/c][b][c][ff8000]仅限教程[/b][-][/c][c][ffffff]。\n普通小型飞船（SV）只能在恒星系内部进行翘曲跳跃。（例如在星球之间。）[-][/c],,,,,,
HackedCore,Zirax (Hacked),,,,,,,,,,兹瑞克斯（被黑）,,,,,,
RogueAI,Rogue AI,,,,,,,,,,叛变人工智能,,,,,,
SmugglersClosets,Smugglers,,,,,,,,,,走私者,,,,,,
Tut_ContainerControllerLarge,Container Controller,,,,,,,,,,容器控制器,,,,,,
CommodityItemsGlobal,Commodity Item. Can be sold at and bought from certain traders.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,商品物品。可在某些商人处出售和购买。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiCurrency,"To convert into credits, place it into the ATM deposit slot.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial)",,,,,,,,,,要转换为信用点，请将其放入ATM存款槽中。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterBiker,For those that want more action on their bare naked walls. Mind the gap.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,献给那些想要在光秃秃的墙壁上看到更多动作的人。注意间隙。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterDontHide,The least places are really safe when trying to hide from a giant predator.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,在试图躲避巨型掠食者时，很少有地方是真正安全的。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterForeignWorld,For those that love wreckages on the horizon and dust in your hairs in the evenings.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,献给那些热爱地平线上的残骸和傍晚发间尘土的人。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterJump,We often read about people that dreamt of being able to fly. At least jumping is possible for anyone!\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,我们经常读到那些梦想能飞翔的人的故事。至少跳跃是任何人都能做到的！\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterNewWorld,The joys of the first breath on a new world.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,在新世界第一次呼吸的喜悦。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterSoleDesert,Wandering in the desolation of a lost world.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,迷失世界中的荒芜之地漫步。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterStranger,When exploring the galaxy you will find strange and crazy creatures.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,在探索星系时，你会发现奇怪而疯狂的生物。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterSurvivor,Those having survived in this galaxy have achieved far more than just having lived through a crash.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,在这片星系中幸存下来的人所取得的成就远不止于经历一次坠毁而存活。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterTakingABreak,Dump your sorrows at the wayside and start refreshed into new adventures.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,将悲伤抛在路边，以焕然一新的姿态开始新的冒险。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterTalon,An early work. A rare oil painting of the unapproachable natives residing mostly in the Ellyon system.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,一件早期作品。一幅描绘主要居住在埃利昂星系的难以接近的原住民的稀有油画。\n\n\n[i][c][666666](物品 [b]教程不需要[/b]),,,,,,
bkiPosterTrader,It is said that this artwork destroys itself when your bank account reaches zero.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,据说这件艺术品会在你的银行账户余额归零时自我毁灭。\n\n\n[i][c][666666](物品 [b]教程中不需要[/b]),,,,,,
bkiPosterZiraxAlienWorld,A lot of worlds in this galaxy are dangerous even for the feared Zirax Troopers and their dogs.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,这个星系中的许多世界即使对令人畏惧的兹瑞克斯突击队员和他们的猎犬来说也是危险的。\n\n\n[i][c][666666](物品 [b]教程中不需要[/b]),,,,,,
bkiPosterARest,Taking a rest is what often helps to assess even the worst situations.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,休息片刻往往有助于评估最糟糕的情况。\n\n\n[i][c][666666](物品 [b]教程中不需要[/b]),,,,,,
MilitaryHardware,Military Hardware,,,,,,,,,,军事硬件,,,,,,
bkiAmmoTutMilitaryHardware,Experimental Kriel weaponry. Subject to regulation in several star clusters.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,克里尔帝国的实验性武器，在多个星团中受到管制。\n\n\n[i][c][666666](物品 [b]教程中不需要[/b]),,,,,,
itmToxicWasteTut,A high-volume variant of the usual trading good. It�s also much more toxic.\n\n\n[i][c][666666](Item [b]not needed[/b] for Tutorial),,,,,,,,,,这是常见贸易货物的大批量变体，毒性更强。\n\n\n[i][c][666666](物品 [b]教程中不需要[/b]),,,,,,
Tut_ScifiStorage,Personal Belongings,,,,,,,,,,个人物品,,,,,,
Tut_Container_MS4L,Lost Cargo,,,,,,,,,,遗失货物,,,,,,
bkiAnniversaryCake,This could be a good moment for cake!,,,,,,,,,,这可能是享用蛋糕的好时机！,,,,,,
lblBuilding,Building\n[N] to close,,,,,,,,,,建造\n[N] 关闭,,,,,,
lblDebug,Analyze,,,,,,,,,,分析,,,,,,
mnuRespawnNotFound,Your home base was not found,,,,,,,,,,未找到你的家园基地,,,,,,
mnuRespawnWrongFaction,Your home base has the wrong faction,,,,,,,,,,你的家园基地所属派系错误,,,,,,
mnuRespawnHomeMoving,Your home base may not move,,,,,,,,,,你的家园基地无法移动,,,,,,
